id,timestamp,type,severity,description,explanation,hash,encrypted_data,log_source,status,event_id
245,2026-05-12T11:33:00.782400,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\455\0\.cp\javascript\common.js,,,,Forensics,New,0
244,2026-05-12T11:33:00.768603,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\WebView2Loader.dll,,,,Forensics,New,0
243,2026-05-12T11:33:00.758347,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\swt-win32-4968r13.dll,,,,Forensics,New,0
242,2026-05-12T11:33:00.747117,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\swt-gdip-win32-4968r13.dll,,,,Forensics,New,0
241,2026-05-12T11:33:00.703807,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\eclipsec.exe,,,,Forensics,New,0
240,2026-05-12T11:33:00.692110,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\eclipse.exe,,,,Forensics,New,0
239,2026-05-12T11:33:00.623418,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.skiko\5e2d47dc6f30cc62b3f26c2ee7c79b523cd543bb4eb39095f73a18ebe82c58d4\skiko-windows-x64.dll,,,,Forensics,New,0
238,2026-05-12T11:33:00.465018,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\lib\src.zip,,,,Forensics,New,0
237,2026-05-12T11:33:00.371406,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\server\jvm.dll,,,,Forensics,New,0
236,2026-05-12T11:33:00.336187,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\zip.dll,,,,Forensics,New,0
235,2026-05-12T11:33:00.325565,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\windowsaccessbridge-64.dll,,,,Forensics,New,0
234,2026-05-12T11:33:00.313749,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\w2k_lsa_auth.dll,,,,Forensics,New,0
233,2026-05-12T11:33:00.301219,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\verify.dll,,,,Forensics,New,0
232,2026-05-12T11:33:00.290003,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\vcruntime140_1.dll,,,,Forensics,New,0
231,2026-05-12T11:33:00.279775,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\vcruntime140.dll,,,,Forensics,New,0
230,2026-05-12T11:33:00.269588,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\ucrtbase.dll,,,,Forensics,New,0
229,2026-05-12T11:33:00.256860,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\syslookup.dll,,,,Forensics,New,0
228,2026-05-12T11:33:00.245723,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\sunmscapi.dll,,,,Forensics,New,0
227,2026-05-12T11:33:00.233425,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\sspi_bridge.dll,,,,Forensics,New,0
226,2026-05-12T11:33:00.221639,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\splashscreen.dll,,,,Forensics,New,0
225,2026-05-12T11:33:00.209728,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\serialver.exe,,,,Forensics,New,0
224,2026-05-12T11:33:00.198500,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\saproc.dll,,,,Forensics,New,0
223,2026-05-12T11:33:00.186554,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\rmiregistry.exe,,,,Forensics,New,0
222,2026-05-12T11:33:00.175980,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\rmi.dll,,,,Forensics,New,0
221,2026-05-12T11:33:00.163190,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\prefs.dll,,,,Forensics,New,0
220,2026-05-12T11:33:00.151279,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\nio.dll,,,,Forensics,New,0
219,2026-05-12T11:33:00.138205,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\net.dll,,,,Forensics,New,0
218,2026-05-12T11:33:00.125831,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\msvcp140.dll,,,,Forensics,New,0
217,2026-05-12T11:33:00.112564,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\mlib_image.dll,,,,Forensics,New,0
216,2026-05-12T11:33:00.099274,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\management_ext.dll,,,,Forensics,New,0
215,2026-05-12T11:33:00.088504,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\management_agent.dll,,,,Forensics,New,0
214,2026-05-12T11:33:00.076710,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\management.dll,,,,Forensics,New,0
213,2026-05-12T11:33:00.064260,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\le.dll,,,,Forensics,New,0
212,2026-05-12T11:33:00.050211,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\lcms.dll,,,,Forensics,New,0
211,2026-05-12T11:33:00.035960,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\ktab.exe,,,,Forensics,New,0
210,2026-05-12T11:33:00.023203,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\klist.exe,,,,Forensics,New,0
209,2026-05-12T11:33:00.010738,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\kinit.exe,,,,Forensics,New,0
208,2026-05-12T11:32:59.998915,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\keytool.exe,,,,Forensics,New,0
207,2026-05-12T11:32:59.987453,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jwebserver.exe,,,,Forensics,New,0
206,2026-05-12T11:32:59.976795,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jstatd.exe,,,,Forensics,New,0
205,2026-05-12T11:32:59.964711,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jstat.exe,,,,Forensics,New,0
204,2026-05-12T11:32:59.952592,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jstack.exe,,,,Forensics,New,0
203,2026-05-12T11:32:59.928201,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jsound.dll,,,,Forensics,New,0
202,2026-05-12T11:32:59.916757,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jshell.exe,,,,Forensics,New,0
201,2026-05-12T11:32:59.905261,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jrunscript.exe,,,,Forensics,New,0
200,2026-05-12T11:32:59.893465,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jps.exe,,,,Forensics,New,0
199,2026-05-12T11:32:59.882100,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jmap.exe,,,,Forensics,New,0
198,2026-05-12T11:32:59.870827,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jli.dll,,,,Forensics,New,0
197,2026-05-12T11:32:59.860082,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jinfo.exe,,,,Forensics,New,0
196,2026-05-12T11:32:59.850366,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jimage.dll,,,,Forensics,New,0
195,2026-05-12T11:32:59.839878,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jhsdb.exe,,,,Forensics,New,0
194,2026-05-12T11:32:59.828704,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jfr.exe,,,,Forensics,New,0
193,2026-05-12T11:32:59.818624,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jdwp.dll,,,,Forensics,New,0
192,2026-05-12T11:32:59.808801,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jdeps.exe,,,,Forensics,New,0
191,2026-05-12T11:32:59.798979,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jdeprscan.exe,,,,Forensics,New,0
190,2026-05-12T11:32:59.789424,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jdb.exe,,,,Forensics,New,0
189,2026-05-12T11:32:59.779633,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jconsole.exe,,,,Forensics,New,0
188,2026-05-12T11:32:59.769762,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jcmd.exe,,,,Forensics,New,0
187,2026-05-12T11:32:59.759758,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jawt.dll,,,,Forensics,New,0
186,2026-05-12T11:32:59.749877,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javaw.exe,,,,Forensics,New,0
185,2026-05-12T11:32:59.739793,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javap.exe,,,,Forensics,New,0
184,2026-05-12T11:32:59.728958,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javajpeg.dll,,,,Forensics,New,0
183,2026-05-12T11:32:59.716760,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javadoc.exe,,,,Forensics,New,0
182,2026-05-12T11:32:59.703817,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javac.exe,,,,Forensics,New,0
181,2026-05-12T11:32:59.691290,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\javaaccessbridge.dll,,,,Forensics,New,0
180,2026-05-12T11:32:59.678514,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\java.exe,,,,Forensics,New,0
179,2026-05-12T11:32:59.666685,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\java.dll,,,,Forensics,New,0
178,2026-05-12T11:32:59.654754,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jarsigner.exe,,,,Forensics,New,0
177,2026-05-12T11:32:59.643450,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jar.exe,,,,Forensics,New,0
176,2026-05-12T11:32:59.630644,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jaccesswalker.exe,,,,Forensics,New,0
175,2026-05-12T11:32:59.617198,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jaccessinspector.exe,,,,Forensics,New,0
174,2026-05-12T11:32:59.605038,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jabswitch.exe,,,,Forensics,New,0
173,2026-05-12T11:32:59.593445,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\jaas.dll,,,,Forensics,New,0
172,2026-05-12T11:32:59.582636,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\j2pkcs11.dll,,,,Forensics,New,0
171,2026-05-12T11:32:59.570731,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\j2pcsc.dll,,,,Forensics,New,0
170,2026-05-12T11:32:59.558060,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\j2gss.dll,,,,Forensics,New,0
169,2026-05-12T11:32:59.545822,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\bin\instrument.dll,,,,Forensics,New,0
