id,timestamp,type,severity,description,explanation,hash,encrypted_data,log_source,status,event_id
495,2026-05-12T12:16:54,Sensitive Privilege Use,MEDIUM,A privileged service was called.,,,,HIDS,New,4673
494,2026-05-12T12:16:54,Sensitive Privilege Use,MEDIUM,A privileged service was called.,,,,HIDS,New,4673
493,2026-05-12T12:16:54,Sensitive Privilege Use,MEDIUM,A privileged service was called.,,,,HIDS,New,4673
490,2026-05-12T12:16:52.139986,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\455\0\.cp\javascript\common.js,,,,Forensics,New,0
489,2026-05-12T12:16:52.122005,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\WebView2Loader.dll,,,,Forensics,New,0
488,2026-05-12T12:16:52.107429,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\swt-win32-4968r13.dll,,,,Forensics,New,0
487,2026-05-12T12:16:52.090081,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\configuration\org.eclipse.osgi\422\0\.cp\swt-gdip-win32-4968r13.dll,,,,Forensics,New,0
486,2026-05-12T12:16:52.058177,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\eclipsec.exe,,,,Forensics,New,0
485,2026-05-12T12:16:52.042803,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\eclipse\java-2025-03\eclipse\eclipse.exe,,,,Forensics,New,0
484,2026-05-12T12:16:52.013374,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.skiko\5e2d47dc6f30cc62b3f26c2ee7c79b523cd543bb4eb39095f73a18ebe82c58d4\skiko-windows-x64.dll,,,,Forensics,New,0
483,2026-05-12T12:16:51.976770,New File Detected,MEDIUM,New monitored file detected: C:\Users\rajpr\.p2\pool\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_21.0.6.v20250130-0529\jre\lib\src.zip,,,,Forensics,New,0
